Epoch,Train Loss,Test Loss,Epoch Time,Total Time
1,0.27226783662103116,0.22980879988521338,37.52498516906053,37.52498516906053
2,0.22661314201541244,0.22080576710402966,34.93980985507369,72.46479502413422
3,0.22025938898324968,0.20852486703544856,34.76392603199929,107.22872105613351
4,0.2152053555753082,0.21216595992445947,34.84999545617029,142.0787165123038
5,0.2114357855496928,0.21367758445441723,34.875897392164916,176.95461390446872
6,0.21017950949724765,0.2148928353190422,34.936873014084995,211.8914869185537
7,0.20734735168050974,0.22853968642652034,34.9141029228922,246.8055898414459
8,0.208446696549654,0.22963744726032018,34.905327250948176,281.7109170923941
9,0.20643071885220707,0.2113291248679161,34.74488129885867,316.45579839125276
10,0.20356186907738447,0.21039886932820082,34.78139620088041,351.23719459213316
11,0.20427997950464488,0.20267432129010557,34.75824868213385,385.995443274267
12,0.20344316536560655,0.216918738335371,34.85836405004375,420.85380732431076
13,0.203572304090485,0.21089962519705296,34.786425587954,455.64023291226476
14,0.20323186280671507,0.20326899725943803,34.87516161403619,490.51539452630095
15,0.20311408294830471,0.20068783469498158,34.82915173610672,525.3445462624077
16,0.2039671600656584,0.1997972827218473,34.904431889997795,560.2489781524055
17,0.20238941710907965,0.20665159910917283,34.96506016794592,595.2140383203514
18,0.20246813112869858,0.21161446560174227,34.82515260297805,630.0391909233294
19,0.20064899852499365,0.20270260393619538,34.996128455968574,665.035319379298
20,0.20105028185993434,0.20126938093453645,34.83215008908883,699.8674694683868
21,0.19978675904683768,0.20849400963634251,34.98156176600605,734.8490312343929
22,0.20011601772624998,0.20151106521487236,34.66469340515323,769.5137246395461
23,0.20092917061410845,0.208170721270144,34.92041369411163,804.4341383336578
24,0.20048827486112714,0.1961975397542119,34.713979561114684,839.1481178947724
25,0.1993763320380822,0.19872485008090734,34.9519199449569,874.1000378397293
26,0.19863320120144634,0.2103202067874372,34.79906451818533,908.8991023579147
27,0.19964359345845878,0.20107026670128106,34.81246429798193,943.7115666558966
28,0.22631361044943332,0.21012490045279264,34.92014186014421,978.6317085160408
29,0.19999509311746805,0.1970430757291615,34.81017004791647,1013.4418785639573
30,0.1989638591138646,0.21125274624675514,34.84559178398922,1048.2874703479465
31,0.20151527846697717,0.19719995602965354,34.84283146006055,1083.130301808007
32,0.19881201911251992,0.19744236612692476,34.822238562162966,1117.95254037017
33,0.1987648042710498,0.1963535956479609,35.010285932105035,1152.962826302275
34,0.1988377451710403,0.19790704134851694,34.99454874591902,1187.957375048194
35,0.1981948783248663,0.20423764407634734,34.86908962903544,1222.8264646772295
36,0.19899838235694914,0.20268228180706502,34.98576189111918,1257.8122265683487
37,0.19827515175100416,0.20933023519814015,34.956761630950496,1292.7689881992992
38,0.19799643576610834,0.19627201652154327,34.690027956152335,1327.4590161554515
39,0.1982212510239333,0.19800759069621562,35.014865532983094,1362.4738816884346
40,0.19817324776668102,0.19883855879306794,34.87804231303744,1397.351924001472
41,0.19944381307344883,0.20068161869421602,34.7157545411028,1432.0676785425749
42,0.19797879178542643,0.20799655720591545,35.212400822900236,1467.280079365475
43,0.19889168502297253,0.20748658150434493,34.765414046123624,1502.0454934115987
44,0.19848455711267887,0.20416144907474518,34.73927349294536,1536.784766904544
45,0.197983937850222,0.20153768971562386,34.670927905943245,1571.4556948104873
46,0.19776377051137387,0.19588840156793594,34.85635654092766,1606.312051351415
47,0.19808623082470148,0.19762793961912395,34.750071064103395,1641.0621224155184
48,0.19734247082844378,0.1986351387016475,34.712631007889286,1675.7747534234077
49,0.1976833749283105,0.20100464640185237,34.876041144831106,1710.6507945682388
50,0.1978656726377085,0.19984725333750247,34.896656431024894,1745.5474509992637
51,0.1945479069231078,0.19607564641162753,35.00312904990278,1780.5505800491665
52,0.19403736336156727,0.19555421790108085,34.80464707314968,1815.3552271223161
53,0.19399692547507585,0.1941959688998759,34.83496271795593,1850.190189840272
54,0.19341689420863986,0.19599497696384788,34.622557847062126,1884.8127476873342
55,0.1938897043792531,0.19575793743133546,34.92769175185822,1919.7404394391924
56,0.1940890273079276,0.1954362604022026,34.94748774403706,1954.6879271832295
57,0.19264446070883423,0.1964755168184638,34.89012106205337,1989.5780482452828
58,0.19374660934787244,0.19579181976616383,34.87777785700746,2024.4558261022903
59,0.19405727887991817,0.1953586396202445,34.774166776100174,2059.2299928783905
60,0.19434755471535026,0.19722597047686577,34.775491115869954,2094.0054839942604
61,0.19359034064691513,0.19438988769426943,34.82384397997521,2128.8293279742356
62,0.19378498018253595,0.195825831964612,34.882886642124504,2163.71221461636
63,0.19309478044044226,0.1959084834344685,34.6776912920177,2198.389905908378
64,0.1938563203252852,0.19448215210810305,34.62245233589783,2233.0123582442757
65,0.19401238393969833,0.1967946912907064,34.82277077413164,2267.8351290184073
